,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
SUZ125,0.00043025971219609,0.127279664,0.244,0.235,1,COCH+ Fb,SUZ12
DOCK92,0.000431970032369608,0.069860226,0.102,0.084,1,COCH+ Fb,DOCK9
PRMT53,0.000444105994555987,0.012954044,0.107,0.136,1,COCH+ Fb,PRMT5
DHX302,0.000448572004722409,0.018509484,0.151,0.189,1,COCH+ Fb,DHX30
HMG20B3,0.000460321579154577,0.129131798,0.298,0.294,1,COCH+ Fb,HMG20B
HNRNPF4,0.000464085412997401,0.073584233,0.495,0.506,1,COCH+ Fb,HNRNPF
ELAC23,0.000464533385859998,0.028317485,0.084,0.11,1,COCH+ Fb,ELAC2
APTX4,0.000478704812199445,0.031862337,0.107,0.137,1,COCH+ Fb,APTX
TIA12,0.000483371781804097,0.151173436,0.252,0.245,1,COCH+ Fb,TIA1
STRN5,0.000487636888676255,0.011301284,0.123,0.155,1,COCH+ Fb,STRN
GLYR11,0.00049367731664201,0.045582054,0.154,0.193,1,COCH+ Fb,GLYR1
BIRC23,0.000495246394531818,0.114554006,0.371,0.376,1,COCH+ Fb,BIRC2
SNHG93,0.00049525226242722,0.14307554,0.271,0.262,1,COCH+ Fb,SNHG9
POLR1C3,0.000502100374233867,0.013546952,0.084,0.109,1,COCH+ Fb,POLR1C
STX163,0.000507109147701274,0.030176216,0.177,0.22,1,COCH+ Fb,STX16
ZDHHC202,0.000512675419291152,0.221437514,0.257,0.253,1,COCH+ Fb,ZDHHC20
C16orf455,0.000516676984716409,0.02769082,0.185,0.161,1,COCH+ Fb,C16orf45
GAS15,0.000523233378867062,0.034240482,0.524,0.508,1,COCH+ Fb,GAS1
WARS22,0.000523848121274088,0.081465354,0.115,0.098,1,COCH+ Fb,WARS2
MAFK4,0.000527929092885503,0.065866802,0.157,0.138,1,COCH+ Fb,MAFK
BTBD71,0.000540219748540502,0.154012374,0.283,0.277,1,COCH+ Fb,BTBD7
CHMP54,0.000545367533527182,0.073717833,0.446,0.454,1,COCH+ Fb,CHMP5
MAP3K83,0.000547397570462841,0.108311828,0.314,0.299,1,COCH+ Fb,MAP3K8
INPP5K2,0.000549088589809191,0.082311034,0.112,0.095,1,COCH+ Fb,INPP5K
ARL8B3,0.000552319693139384,0.017578576,0.258,0.314,1,COCH+ Fb,ARL8B
WDFY13,0.000553339580006296,0.0167169,0.19,0.234,1,COCH+ Fb,WDFY1
ARL6IP64,0.000553808100218275,0.081130208,0.139,0.122,1,COCH+ Fb,ARL6IP6
UBXN2A2,0.000568709121336106,0.132162129,0.231,0.221,1,COCH+ Fb,UBXN2A
MED63,0.000571019244152273,0.116889948,0.192,0.178,1,COCH+ Fb,MED6
TBRG13,0.000587985439447552,0.110828904,0.257,0.249,1,COCH+ Fb,TBRG1
CDK133,0.000589321594198024,0.115407695,0.288,0.283,1,COCH+ Fb,CDK13
NSD13,0.000597449254728135,0.144906635,0.264,0.257,1,COCH+ Fb,NSD1
SCAPER2,0.000605649127756155,0.102864295,0.125,0.108,1,COCH+ Fb,SCAPER
CELF24,0.000618539848965775,0.079700514,0.414,0.408,1,COCH+ Fb,CELF2
MSL11,0.000620962789055934,0.128353196,0.301,0.299,1,COCH+ Fb,MSL1
RPRD22,0.00063151192905888,0.106252511,0.172,0.156,1,COCH+ Fb,RPRD2
PLA2R14,0.000632502146446998,0.112591839,0.208,0.192,1,COCH+ Fb,PLA2R1
STXBP52,0.000652631807568684,0.022629947,0.124,0.155,1,COCH+ Fb,STXBP5
PDCL33,0.000654243975987664,0.021096239,0.145,0.182,1,COCH+ Fb,PDCL3
TTC373,0.000655480812944369,0.035422875,0.292,0.356,1,COCH+ Fb,TTC37
DCLK13,0.000666531153024053,0.037349347,0.361,0.346,1,COCH+ Fb,DCLK1
KDM1A4,0.000668702052875604,0.023052959,0.203,0.25,1,COCH+ Fb,KDM1A
NOVA13,0.000670923490003989,0.044119522,0.273,0.254,1,COCH+ Fb,NOVA1
GCFC22,0.00068371552656302,0.079514118,0.123,0.106,1,COCH+ Fb,GCFC2
ZSWIM63,0.000689546539414115,0.149529147,0.201,0.188,1,COCH+ Fb,ZSWIM6
FAM104A4,0.00069553540276228,0.027543801,0.135,0.17,1,COCH+ Fb,FAM104A
BLOC1S51,0.000702029240316042,0.087224465,0.117,0.102,1,COCH+ Fb,BLOC1S5
CEP682,0.000705173522120709,0.0894917,0.124,0.108,1,COCH+ Fb,CEP68
THAP51,0.000709660779588789,0.138682239,0.163,0.149,1,COCH+ Fb,THAP5
ZNF225,0.000717467693403799,0.121660927,0.286,0.279,1,COCH+ Fb,ZNF22
ZNF5071,0.000721873126744748,0.118501473,0.109,0.094,1,COCH+ Fb,ZNF507
GOLGA8A2,0.000725183386031877,0.129422425,0.151,0.135,1,COCH+ Fb,GOLGA8A
IQCB12,0.000725820355976708,0.110104068,0.114,0.098,1,COCH+ Fb,IQCB1
PTBP32,0.000733851492153443,0.166511081,0.328,0.333,1,COCH+ Fb,PTBP3
PDE7A3,0.00073560809405314,0.055880538,0.115,0.099,1,COCH+ Fb,PDE7A
UBXN42,0.000747860834783963,0.02520056,0.636,0.625,1,COCH+ Fb,UBXN4
NCKAP12,0.000755916817472645,0.14036745,0.375,0.382,1,COCH+ Fb,NCKAP1
MYL6B4,0.000761140773132775,0.081627399,0.386,0.39,1,COCH+ Fb,MYL6B
NMD34,0.000761689116308362,0.107449898,0.236,0.225,1,COCH+ Fb,NMD3
NUDT33,0.000784506189289593,0.137140397,0.23,0.22,1,COCH+ Fb,NUDT3
APH1A2,0.000802814442770215,0.09933723,0.371,0.378,1,COCH+ Fb,APH1A
ARAP13,0.000802969260264087,0.023664583,0.188,0.232,1,COCH+ Fb,ARAP1
NDUFA53,0.000824186744443142,0.068233454,0.485,0.494,1,COCH+ Fb,NDUFA5
ZNF6773,0.000832664973975872,0.102834092,0.145,0.13,1,COCH+ Fb,ZNF677
YARS23,0.00083290214702619,0.022059653,0.081,0.106,1,COCH+ Fb,YARS2
MED141,0.000835998149863354,0.144967643,0.142,0.129,1,COCH+ Fb,MED14
DHX334,0.000845938405473958,0.019160874,0.083,0.107,1,COCH+ Fb,DHX33
HOOK33,0.000846369310237604,0.12313772,0.444,0.458,1,COCH+ Fb,HOOK3
MRM25,0.00087774218174477,0.014792847,0.098,0.125,1,COCH+ Fb,MRM2
ZNF2631,0.00088194969504511,0.060090797,0.104,0.088,1,COCH+ Fb,ZNF263
UBE4A3,0.000885965773751781,0.04889332,0.171,0.21,1,COCH+ Fb,UBE4A
TMEM2424,0.000890499439131498,0.010278042,0.186,0.229,1,COCH+ Fb,TMEM242
ATP11B1,0.000892867671874065,0.016479517,0.148,0.183,1,COCH+ Fb,ATP11B
TMEM41B4,0.000893245038051237,0.083080891,0.206,0.193,1,COCH+ Fb,TMEM41B
MED262,0.000912744407175929,0.04875995,0.1,0.084,1,COCH+ Fb,MED26
RNASE43,0.000913357489086261,0.158343754,0.254,0.248,1,COCH+ Fb,RNASE4
MIR4458HG3,0.000915338127757221,0.01009754,0.106,0.133,1,COCH+ Fb,MIR4458HG
NUMBL3,0.000922731809158282,0.081628291,0.226,0.214,1,COCH+ Fb,NUMBL
SPART4,0.000928745976876921,0.071313559,0.395,0.4,1,COCH+ Fb,SPART
PDE3A2,0.000946177736838641,0.101471988,0.103,0.088,1,COCH+ Fb,PDE3A
SECISBP22,0.000954244908122723,0.126316544,0.228,0.218,1,COCH+ Fb,SECISBP2
INO804,0.000955368932024693,0.099842633,0.162,0.147,1,COCH+ Fb,INO80
HLA-C6,0.000957657885574992,0.081207001,0.851,0.801,1,COCH+ Fb,HLA-C
GPN14,0.000958934527540269,0.023723862,0.105,0.134,1,COCH+ Fb,GPN1
ANKRD113,0.000962578087139368,0.105228152,0.472,0.485,1,COCH+ Fb,ANKRD11
AKAP17A5,0.000966342724863382,0.092707837,0.185,0.171,1,COCH+ Fb,AKAP17A
CEP1705,0.000969877963547132,0.120365091,0.303,0.301,1,COCH+ Fb,CEP170
CDKN2AIPNL3,0.000977542354268018,0.021769292,0.092,0.118,1,COCH+ Fb,CDKN2AIPNL
SNAPC23,0.000978052580908335,0.023782305,0.171,0.212,1,COCH+ Fb,SNAPC2
EMSY2,0.000982848555008667,0.119148124,0.114,0.098,1,COCH+ Fb,EMSY
GAK2,0.0010003536969307,0.046365544,0.134,0.167,1,COCH+ Fb,GAK
ENDOD12,0.00100093363027007,0.097563214,0.133,0.118,1,COCH+ Fb,ENDOD1
ALG122,0.00100178055920785,0.013009414,0.086,0.111,1,COCH+ Fb,ALG12
PPP5C2,0.00100445615316947,0.053935011,0.123,0.155,1,COCH+ Fb,PPP5C
RP92,0.00100528533639774,0.010795317,0.12,0.151,1,COCH+ Fb,RP9
DNPH15,0.00100567827803226,0.096188169,0.315,0.315,1,COCH+ Fb,DNPH1
GLS2,0.00100961831894202,0.065358921,0.476,0.483,1,COCH+ Fb,GLS
WDR64,0.00101204985999524,0.013852865,0.125,0.156,1,COCH+ Fb,WDR6
CHCHD25,0.00101849110484427,0.038649591,0.871,0.82,1,COCH+ Fb,CHCHD2
CRKL5,0.00102104413679415,0.0879788,0.128,0.112,1,COCH+ Fb,CRKL
MMP164,0.0010210459061709,0.204922992,0.21,0.198,1,COCH+ Fb,MMP16
TCEAL43,0.00102502487410439,0.048196128,0.585,0.593,1,COCH+ Fb,TCEAL4
ANKRD392,0.00102758531728047,0.028219874,0.101,0.129,1,COCH+ Fb,ANKRD39
APBB23,0.00103008925244935,0.130703165,0.29,0.285,1,COCH+ Fb,APBB2
SYAP12,0.0010345525462623,0.164394504,0.364,0.375,1,COCH+ Fb,SYAP1
PITHD13,0.00105349928738888,0.109906178,0.317,0.317,1,COCH+ Fb,PITHD1
EEA13,0.00105505442590153,0.113818065,0.481,0.493,1,COCH+ Fb,EEA1
MRPS263,0.0010722639316263,0.062905561,0.309,0.301,1,COCH+ Fb,MRPS26
DNAJC105,0.00107718889458109,0.021464102,0.267,0.322,1,COCH+ Fb,DNAJC10
MED293,0.00108290516563187,0.143134671,0.253,0.245,1,COCH+ Fb,MED29
ZC3H155,0.00109922610707756,0.058741729,0.469,0.473,1,COCH+ Fb,ZC3H15
PRCC4,0.00110782899365341,0.030877427,0.161,0.198,1,COCH+ Fb,PRCC
ERLIN13,0.00112910083478236,0.02810136,0.114,0.143,1,COCH+ Fb,ERLIN1
L3MBTL33,0.00113070587858388,0.02554606,0.089,0.114,1,COCH+ Fb,L3MBTL3
AP2B13,0.0011342456652968,0.016069643,0.297,0.359,1,COCH+ Fb,AP2B1
ALG142,0.00113633497437544,0.020605604,0.144,0.179,1,COCH+ Fb,ALG14
ADAMTS63,0.00115193017059607,0.057630348,0.105,0.132,1,COCH+ Fb,ADAMTS6
RNF105,0.001161985777574,0.020039892,0.241,0.291,1,COCH+ Fb,RNF10
PDXDC14,0.00116692603635573,0.013848172,0.262,0.316,1,COCH+ Fb,PDXDC1
TRIM254,0.00117553754118656,0.013661214,0.1,0.126,1,COCH+ Fb,TRIM25
HOXC103,0.00119214979246212,0.062558155,0.133,0.165,1,COCH+ Fb,HOXC10
ZNF3954,0.00120702414892644,0.066300033,0.146,0.13,1,COCH+ Fb,ZNF395
FAM8A12,0.00120786513971825,0.106970943,0.207,0.194,1,COCH+ Fb,FAM8A1
ACTR83,0.00121254011142963,0.018165451,0.078,0.101,1,COCH+ Fb,ACTR8
APOL64,0.00121413593613753,0.09198975,0.21,0.195,1,COCH+ Fb,APOL6
RPE2,0.00122435524266643,0.02871542,0.106,0.134,1,COCH+ Fb,RPE
KLF161,0.00123877821515338,0.0762341,0.119,0.104,1,COCH+ Fb,KLF16
EIF4H4,0.00124044327671073,0.075738439,0.49,0.503,1,COCH+ Fb,EIF4H
PIAS33,0.00125332611971909,0.015507263,0.115,0.145,1,COCH+ Fb,PIAS3
KRT163,0.00125535652680548,0.057594605,0.115,0.099,1,COCH+ Fb,KRT16
KRR13,0.00126256151392037,0.117832163,0.314,0.318,1,COCH+ Fb,KRR1
DLD1,0.00126610671849103,0.032422459,0.147,0.182,1,COCH+ Fb,DLD
CUL4A3,0.00126808146179661,0.015127827,0.175,0.214,1,COCH+ Fb,CUL4A
ELOF13,0.00127147729129255,0.013852679,0.208,0.253,1,COCH+ Fb,ELOF1
NISCH2,0.00127421910635956,0.024156577,0.148,0.182,1,COCH+ Fb,NISCH
KMT5B2,0.00128500060948632,0.162833972,0.232,0.225,1,COCH+ Fb,KMT5B
PPP2R2D3,0.00128923312168061,0.026723531,0.144,0.178,1,COCH+ Fb,PPP2R2D
ZMAT54,0.00129932342441015,0.014841933,0.133,0.166,1,COCH+ Fb,ZMAT5
DLG53,0.00130156419028557,0.016776764,0.112,0.14,1,COCH+ Fb,DLG5
CEBPG3,0.00130550941966127,0.016918681,0.158,0.194,1,COCH+ Fb,CEBPG
GABPB24,0.00131494243558469,0.083662568,0.12,0.105,1,COCH+ Fb,GABPB2
FAM193A2,0.00132093351041788,0.01123071,0.102,0.128,1,COCH+ Fb,FAM193A
CD2AP2,0.00132140645228752,0.0207734,0.165,0.202,1,COCH+ Fb,CD2AP
MPP12,0.00133754668248327,0.021711682,0.078,0.101,1,COCH+ Fb,MPP1
PPFIA14,0.00134157824627769,0.032063142,0.2,0.244,1,COCH+ Fb,PPFIA1
FAM43A3,0.00135591401784503,0.052243631,0.124,0.106,1,COCH+ Fb,FAM43A
ACADS3,0.00139472530645765,0.01098384,0.122,0.153,1,COCH+ Fb,ACADS
TMEM645,0.00139532275419043,0.03526125,0.171,0.211,1,COCH+ Fb,TMEM64
THUMPD34,0.00141510098990016,0.025072151,0.154,0.191,1,COCH+ Fb,THUMPD3
ASCC33,0.00143166307949401,0.026720619,0.204,0.248,1,COCH+ Fb,ASCC3
BPGM4,0.00144501759294308,0.039912637,0.182,0.223,1,COCH+ Fb,BPGM
CLSTN13,0.00144855934929747,0.142928134,0.314,0.314,1,COCH+ Fb,CLSTN1
TXNL15,0.00145628829921988,0.047765824,0.47,0.476,1,COCH+ Fb,TXNL1
HADHA4,0.00146251174609879,0.072933644,0.468,0.483,1,COCH+ Fb,HADHA
CD815,0.00147201111238699,0.083839131,0.883,0.874,1,COCH+ Fb,CD81
PPIL23,0.00148326259245007,0.020562494,0.095,0.12,1,COCH+ Fb,PPIL2
SMO3,0.00148735634174999,0.010222883,0.092,0.116,1,COCH+ Fb,SMO
LRRK12,0.00148943024093734,0.018697427,0.091,0.115,1,COCH+ Fb,LRRK1
ECE13,0.00150089104518041,0.076879355,0.243,0.225,1,COCH+ Fb,ECE1
BTBD24,0.00150273125471203,0.020039256,0.151,0.184,1,COCH+ Fb,BTBD2
RUVBL22,0.00150458429620875,0.030496622,0.164,0.202,1,COCH+ Fb,RUVBL2
FBXO92,0.0015088886236401,0.136693379,0.249,0.244,1,COCH+ Fb,FBXO9
HECTD42,0.00152314014406241,0.08725483,0.131,0.116,1,COCH+ Fb,HECTD4
ARID1A3,0.00153474672232092,0.14870623,0.28,0.277,1,COCH+ Fb,ARID1A
CYB561A33,0.00154255459545197,0.026002319,0.154,0.19,1,COCH+ Fb,CYB561A3
CCDC1741,0.00154632585847712,0.120847307,0.197,0.186,1,COCH+ Fb,CCDC174
AC118549.12,0.00155185981541414,0.119591648,0.128,0.114,1,COCH+ Fb,AC118549.1
BRWD32,0.00155844537955768,0.08568114,0.112,0.098,1,COCH+ Fb,BRWD3
FAM200B3,0.00160032788883268,0.115040702,0.32,0.322,1,COCH+ Fb,FAM200B
ISYNA11,0.00162550328010798,0.065185149,0.111,0.095,1,COCH+ Fb,ISYNA1
SAYSD14,0.00164674447309161,0.018256599,0.114,0.143,1,COCH+ Fb,SAYSD1
CLN83,0.00164836563444642,0.084285071,0.172,0.158,1,COCH+ Fb,CLN8
AUTS23,0.0016598920044068,0.150264646,0.24,0.235,1,COCH+ Fb,AUTS2
SPECC1L3,0.00166189686253342,0.027166585,0.134,0.166,1,COCH+ Fb,SPECC1L
ZNF5325,0.00168900117871186,0.105983652,0.212,0.201,1,COCH+ Fb,ZNF532
ANKRD492,0.00169525562883173,0.138421609,0.121,0.107,1,COCH+ Fb,ANKRD49
DVL23,0.00170039778823788,0.099992861,0.138,0.124,1,COCH+ Fb,DVL2
SBNO15,0.00172292430543872,0.142070252,0.258,0.255,1,COCH+ Fb,SBNO1
SUPT20H4,0.00172920209460983,0.032382454,0.168,0.205,1,COCH+ Fb,SUPT20H
SELENBP12,0.00173499394167672,0.062229621,0.204,0.188,1,COCH+ Fb,SELENBP1
PTPN19,0.00176782149366606,0.015193262,0.192,0.234,1,COCH+ Fb,PTPN1
SLC44A22,0.00178784740072286,0.114339471,0.175,0.162,1,COCH+ Fb,SLC44A2
TAF34,0.00179669085913027,0.119628559,0.175,0.163,1,COCH+ Fb,TAF3
XPC3,0.00180066171824497,0.017681123,0.193,0.234,1,COCH+ Fb,XPC
UTP33,0.00181095344329701,0.036964201,0.126,0.157,1,COCH+ Fb,UTP3
ZNF138,0.00181413148159009,0.081004488,0.103,0.089,1,COCH+ Fb,ZNF138
GLT8D22,0.00183582345147208,0.015569607,0.497,0.483,1,COCH+ Fb,GLT8D2
TNPO32,0.00183768484852017,0.015185157,0.122,0.152,1,COCH+ Fb,TNPO3
MAPK1IP1L4,0.00183831842424174,0.024445846,0.25,0.302,1,COCH+ Fb,MAPK1IP1L
USP164,0.00185065248725916,0.096964838,0.378,0.385,1,COCH+ Fb,USP16
GIGYF13,0.00186930653133368,0.08379459,0.156,0.142,1,COCH+ Fb,GIGYF1
ACAT24,0.00187125102927858,0.059417824,0.134,0.119,1,COCH+ Fb,ACAT2
C11orf542,0.00189282265510726,0.088977642,0.134,0.119,1,COCH+ Fb,C11orf54
LATS13,0.00190334322960677,0.139595843,0.188,0.176,1,COCH+ Fb,LATS1
DMAC24,0.00190617547638378,0.034415547,0.099,0.125,1,COCH+ Fb,DMAC2
KDM2A4,0.00190826172655105,0.13771969,0.272,0.27,1,COCH+ Fb,KDM2A
LSM14A3,0.00191698588744364,0.085522031,0.339,0.343,1,COCH+ Fb,LSM14A
UNC93B13,0.00192996724381715,0.014604222,0.078,0.1,1,COCH+ Fb,UNC93B1
EIF2B32,0.00195451041398617,0.012594405,0.153,0.187,1,COCH+ Fb,EIF2B3
SLC41A13,0.00195939339232702,0.070958635,0.123,0.109,1,COCH+ Fb,SLC41A1
DDX14,0.00196593009487564,0.013245137,0.332,0.396,1,COCH+ Fb,DDX1
NHLRC24,0.00200355071978971,0.107387288,0.148,0.134,1,COCH+ Fb,NHLRC2
HLA-F3,0.00201547008799399,0.075936588,0.234,0.22,1,COCH+ Fb,HLA-F
CGGBP13,0.00201568433966791,0.125221004,0.335,0.339,1,COCH+ Fb,CGGBP1
MTREX5,0.00204961026657321,0.144068812,0.205,0.194,1,COCH+ Fb,MTREX
SLC25A114,0.0020618928390905,0.011453144,0.224,0.271,1,COCH+ Fb,SLC25A11
PMF13,0.00206800295020444,0.011709984,0.232,0.282,1,COCH+ Fb,PMF1
SIRT73,0.00207263573336293,0.026294562,0.085,0.108,1,COCH+ Fb,SIRT7
PCGF64,0.00207425597859979,0.0145418,0.083,0.105,1,COCH+ Fb,PCGF6
SLC9A93,0.00208220471150864,0.089779243,0.153,0.137,1,COCH+ Fb,SLC9A9
CD405,0.00209676563940096,0.064202582,0.172,0.155,1,COCH+ Fb,CD40
ZNF2774,0.0021007980311822,0.102759937,0.148,0.136,1,COCH+ Fb,ZNF277
SLC25A284,0.0021118301773137,0.025414423,0.123,0.151,1,COCH+ Fb,SLC25A28
COG23,0.00211717626833226,0.019741107,0.086,0.109,1,COCH+ Fb,COG2
ZER13,0.00213863777679635,0.010928007,0.079,0.101,1,COCH+ Fb,ZER1
MAGI23,0.00216030142512315,0.09090794,0.134,0.119,1,COCH+ Fb,MAGI2
PCDHGC33,0.00216802889701609,0.092525042,0.122,0.108,1,COCH+ Fb,PCDHGC3
ING42,0.00216958313264818,0.103161309,0.172,0.16,1,COCH+ Fb,ING4
FRA10AC1,0.00217459692428055,0.140836972,0.219,0.21,1,COCH+ Fb,FRA10AC1
KHDC43,0.00217987402339184,0.100695869,0.162,0.149,1,COCH+ Fb,KHDC4
ZFAND63,0.00218028018531004,0.130824043,0.321,0.326,1,COCH+ Fb,ZFAND6
SCAMP13,0.00218994128541251,0.127869325,0.253,0.249,1,COCH+ Fb,SCAMP1
SNIP13,0.00220134928622749,0.099543585,0.132,0.119,1,COCH+ Fb,SNIP1
HECA2,0.00220560828920094,0.108781124,0.212,0.201,1,COCH+ Fb,HECA
C3orf383,0.00220598505770937,0.115724819,0.168,0.156,1,COCH+ Fb,C3orf38
DGCR24,0.00220648288137639,0.02341829,0.117,0.146,1,COCH+ Fb,DGCR2
CDK11A3,0.00224356840514968,0.105292638,0.12,0.106,1,COCH+ Fb,CDK11A
H2AZ22,0.00226535613383423,0.07530441,0.11,0.095,1,COCH+ Fb,H2AZ2
ERN13,0.00227028935248562,0.108192954,0.191,0.178,1,COCH+ Fb,ERN1
HUS11,0.00227658988910436,0.040886603,0.09,0.114,1,COCH+ Fb,HUS1
PSME43,0.00228018739199727,0.024665868,0.163,0.199,1,COCH+ Fb,PSME4
DDX582,0.00229576016572472,0.071965008,0.111,0.096,1,COCH+ Fb,DDX58
WDR734,0.00231249495689026,0.070022667,0.15,0.136,1,COCH+ Fb,WDR73
AAED13,0.00231828307929386,0.0382269,0.179,0.16,1,COCH+ Fb,AAED1
HSD17B114,0.002333153792132,0.108659936,0.235,0.226,1,COCH+ Fb,HSD17B11
JAM33,0.00233347048577509,0.109337863,0.318,0.321,1,COCH+ Fb,JAM3
RPAP21,0.00236223768490954,0.133626294,0.177,0.166,1,COCH+ Fb,RPAP2
TMEM2452,0.00238064830257583,0.098759431,0.158,0.144,1,COCH+ Fb,TMEM245
LAPTM4B4,0.00238128065834524,0.014261901,0.256,0.306,1,COCH+ Fb,LAPTM4B
RAB11A5,0.0023948080968681,0.110636092,0.398,0.41,1,COCH+ Fb,RAB11A
PKD24,0.00240771493682102,0.046622413,0.181,0.22,1,COCH+ Fb,PKD2
CAMK1D5,0.00240959741673714,0.012544936,0.165,0.199,1,COCH+ Fb,CAMK1D
ABCA15,0.00246205050380767,0.097931868,0.3,0.293,1,COCH+ Fb,ABCA1
DIS3L,0.00246388835742054,0.069970201,0.108,0.094,1,COCH+ Fb,DIS3L
SNX55,0.0024752581356069,0.103455228,0.33,0.335,1,COCH+ Fb,SNX5
BRAF3,0.0024754511028891,0.107774164,0.196,0.184,1,COCH+ Fb,BRAF
ANG2,0.0024811161119537,0.068667715,0.201,0.188,1,COCH+ Fb,ANG
LINC013153,0.00249345667239421,0.039533293,0.102,0.086,1,COCH+ Fb,LINC01315
PWP14,0.00249578737623984,0.015281042,0.244,0.293,1,COCH+ Fb,PWP1
PHF122,0.00250443899645275,0.102066704,0.138,0.125,1,COCH+ Fb,PHF12
NKIRAS12,0.00251588193625976,0.070816463,0.117,0.103,1,COCH+ Fb,NKIRAS1
PPIL32,0.00256530590254387,0.104488239,0.173,0.162,1,COCH+ Fb,PPIL3
CTBP13,0.00257409643688977,0.010705164,0.236,0.284,1,COCH+ Fb,CTBP1
SLC6A83,0.00259498071087331,0.015882011,0.098,0.123,1,COCH+ Fb,SLC6A8
RHOBTB14,0.00259913386562237,0.019887557,0.105,0.131,1,COCH+ Fb,RHOBTB1
MTERF41,0.002656397277057,0.106533922,0.146,0.133,1,COCH+ Fb,MTERF4
PYCR21,0.00266729023849375,0.018534147,0.121,0.148,1,COCH+ Fb,PYCR2
KPNA15,0.00268579660211814,0.053283367,0.15,0.184,1,COCH+ Fb,KPNA1
EPN23,0.00268774068846014,0.123618532,0.23,0.221,1,COCH+ Fb,EPN2
DDX523,0.00270219298653822,0.021636534,0.164,0.2,1,COCH+ Fb,DDX52
TCEA32,0.00273694439865565,0.099151604,0.274,0.269,1,COCH+ Fb,TCEA3
FADS34,0.00274233987530219,0.118493607,0.175,0.159,1,COCH+ Fb,FADS3
CREB12,0.00276799865485889,0.113433875,0.264,0.259,1,COCH+ Fb,CREB1
NES2,0.00277109184587238,0.09292692,0.185,0.171,1,COCH+ Fb,NES
IL11RA4,0.00277351833651909,0.035126581,0.38,0.37,1,COCH+ Fb,IL11RA
ZRANB15,0.0027819847745746,0.08614615,0.209,0.199,1,COCH+ Fb,ZRANB1
ACIN13,0.00278435871581564,0.13901926,0.311,0.315,1,COCH+ Fb,ACIN1
AHCY4,0.00280250335276463,0.036854654,0.199,0.244,1,COCH+ Fb,AHCY
MGA4,0.00283824237243785,0.120212258,0.178,0.167,1,COCH+ Fb,MGA
FCF12,0.00284593000038635,0.012028467,0.088,0.11,1,COCH+ Fb,FCF1
MON1B3,0.0028963226775078,0.021644926,0.08,0.101,1,COCH+ Fb,MON1B
RTN33,0.00290258614490775,0.105517425,0.377,0.387,1,COCH+ Fb,RTN3
RECK3,0.00291406071114961,0.108290743,0.34,0.339,1,COCH+ Fb,RECK
PIP5K1A3,0.00291957377301599,0.097086763,0.2,0.19,1,COCH+ Fb,PIP5K1A
CYB5B3,0.00296536990649906,0.025267322,0.172,0.208,1,COCH+ Fb,CYB5B
EXOC74,0.00299406789786095,0.029756308,0.203,0.245,1,COCH+ Fb,EXOC7
GFM12,0.00299525671505678,0.027182185,0.131,0.16,1,COCH+ Fb,GFM1
NCOA24,0.00300380164358318,0.100425415,0.164,0.151,1,COCH+ Fb,NCOA2
FAM160B12,0.003019610753306,0.043319633,0.134,0.163,1,COCH+ Fb,FAM160B1
PDS5A4,0.00302269786971722,0.063866771,0.198,0.241,1,COCH+ Fb,PDS5A
SLC7A83,0.00305718604686542,0.015150656,0.135,0.164,1,COCH+ Fb,SLC7A8
MSANTD42,0.00305769139697375,0.093941831,0.113,0.1,1,COCH+ Fb,MSANTD4
RNF1384,0.00305939120031811,0.059577856,0.128,0.113,1,COCH+ Fb,RNF138
LINC016154,0.00306573088607686,0.084703035,0.129,0.159,1,COCH+ Fb,LINC01615
PRKCI4,0.00308408750409355,0.020253381,0.141,0.172,1,COCH+ Fb,PRKCI
FAM199X2,0.00313055575214364,0.091570737,0.116,0.103,1,COCH+ Fb,FAM199X
NOC3L3,0.00314602599813727,0.138949005,0.188,0.179,1,COCH+ Fb,NOC3L
FAM91A13,0.00317922434856118,0.022684064,0.157,0.191,1,COCH+ Fb,FAM91A1
MITD12,0.00320157297396514,0.100464728,0.207,0.197,1,COCH+ Fb,MITD1
SOCS13,0.00320542344861105,0.036363639,0.211,0.194,1,COCH+ Fb,SOCS1
ARL6IP43,0.003240819657958,0.013882274,0.692,0.665,1,COCH+ Fb,ARL6IP4
LIX1L3,0.00324577184248108,0.114516348,0.235,0.23,1,COCH+ Fb,LIX1L
TMEM87A4,0.0032495997277857,0.102016763,0.39,0.401,1,COCH+ Fb,TMEM87A
LMBR1L6,0.00326945797209672,0.083795646,0.14,0.127,1,COCH+ Fb,LMBR1L
TUBGCP32,0.00328684737837528,0.079212902,0.101,0.088,1,COCH+ Fb,TUBGCP3
GCSH4,0.00330164759526838,0.070681983,0.329,0.331,1,COCH+ Fb,GCSH
C8orf821,0.00335956938239732,0.106848738,0.186,0.177,1,COCH+ Fb,C8orf82
SMAD53,0.00337578856174701,0.14386231,0.391,0.404,1,COCH+ Fb,SMAD5
DNAJC26,0.00340158228006984,0.016560426,0.229,0.273,1,COCH+ Fb,DNAJC2
TMEM1073,0.0034341890984873,0.01527297,0.083,0.104,1,COCH+ Fb,TMEM107
RMDN31,0.00345042141207617,0.027589073,0.112,0.137,1,COCH+ Fb,RMDN3
MOCS24,0.00345406272306385,0.13849153,0.294,0.296,1,COCH+ Fb,MOCS2
